;Tweet;Real
91;@LuercioFabiano @Strong81727527 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
92;@LuercioFabiano @Strong81727527 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
93;@iFood tive uma cobrança indevida na carteira sábado, ainda não tive uma resposta. Poderia me ajudar a resolver isso?;1
94;@nynagermanotta o personal ifood eu amo;1
95;@magicscatra @buterascalore @schuylercalore @vanteartguinho 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
96;@miIeyrockstar 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
97;@GioPaveglio 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
98;@__maariclara 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
99;@Crf_Gy 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
100;caralho o app de entregador do ifood saiu mesmo do iphone kkkk;1
101;ja falei isso aqui mas queria que tivesse alguem que escolhesse o meu ifood pois nao consigo escolher NADA;1
102;Cupons de desconto Ifood e uber eats ... RAPPI qrs3840114 - 45 R$ grátis  99 CUPOM BR6E2332 - 15 na sua corrida https://t.co/irVWondtf1;0
103;@_borgexs_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
104;só queria um cupom do ifood pra pedir um bk agora;1
105;Eu nunca mais peço mais nada no @iFood, sempre arrumo um problema é incrível. Não sei porque insisti por tanto tempo bicho vtnc.;1
106;Não dá para pedi nada no iFood que demoraaaa;1
107;@_joneSjj @8Osgranger 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
108;@someoneenby 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
109;@iFood inventou a porcaria de um código pra fechar a entrega que nunca chega, acabou com a agilidade o entregador não pode sair porque a minha entrega tá aberta e eu não posso comer;1
110;@StephaneYonara @iFood Provável que sim, também não encontrava nem buscando, mas achei que porque não havia mais restaurante Loop na área.;0
111;@mariahelenahd @VHzinn_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
112;@CamilaMSabino 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
113;@hollsfaking @carolarrieira 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
114;@jamalzin_77 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
115;@exame Uma pena que ele nao cumpre com os cupons de indicação como fala em suas divulgações @iFood;1
116;Ifood de merda, quero comer um lanche e não aceita dinheiro onde eu quero;1
117;"CUPOM 09/12/2020 RAPPI -&gt; 1º pedido: mc431469682 ou usuários antigos: mc431469682r AIRBNB -&gt; https://t.co/jc4MOfIbe3 99TAXI -&gt; Oziris12 ou https://t.co/N3e3dHd5h7 ou  a PICPAY -&gt; YY3156 ou https://t.co/zjL7f2Jxqt CORNERSHOP -&gt; https://t.co/ApD14DCPuZ IFOOD -&gt; WLNRADTDYJ https://t.co/QKQCMEfJe1";0
118;@_gabrielbordori @sglrtxac a fantasia dele deve ser de entregador de o ifood;0
119;@iFood tá achando que o aplicativo deles é remake do livro do Dan Brown, o código da comida rs por favor não compliquem o que foi feito pra facilitar...;1
120;Meu problema com o ifood é que demoro 72h só pra escolher o que comer. Comecei a escolher 10h da manhã e ainda não sei o que quero aff;1
121;@jdoriajr Na pandemia quem está enchendo os bolsos, POLÍTICOS de tudo quanto é lugar. IFOOD, YOUTUBERS, UBER... o pequenos empresários quebraram todos... o DINHEIRO está saindo do PAÍS, estamos cada vez mais explorados...;0
122;Ifood de vcs também não tá abrindo ou é só o meu???;1
123;Gente, e eu que fiz compras pelo ifood no Bistek e eles me mandaram uma Heineken sem álcool de brinde 💜 fofos. https://t.co/4iv89wtVYF;0
124;Gastei quase 900 reais de ifood só no crédito de março pra cá  Alguém bate na minha cara e me informa que eu sou pobre https://t.co/hLP8HU7yjF;1
125;E o ifood que foi direto no meu ponto fraco https://t.co/4TxkUpuTMg;1
126;Nossa galera a gente pediu i ifood deu tudo errado eles mandaram um pedido nada a ver;1
127;Se a @homossexuallie tivesse um estabelecimento no Ifood https://t.co/SXYxfU0R84;0
128;@_DudaaaR 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
129;"RT @falsinana: gente, um papo seríssimo aqui: chegou entregador do rappi, ifood, uber eats na sua casa com uma história triste ""ah fui roub…";0
130;PARA USUÁRIOS ANTIGOS:  Cupom Rappi 2 clássicos do McDonald's grátis: iaras3337r ou eri38205913r  PARA PRIMEIRO PEDIDO:  Cupom Rappi até 45 reais no pedido: cuponsd31 ou iaras3337 ou eri38205913  Ifood 15: Y1DS47T5UE ou X2F386NNZG  Uber Eats, Wish, 99Pop e outros no fixado https://t.co/MZmnE5R6Ha;0
131;Entrega sem rastreio no ifood é uma tortura;1
132;❇❇❇❇❇❇❇❇ Cupom 45 R$ NO PEDIDO + 150 R$ DE FRETE GRÁTIS. APROVEITEM A PROMOÇÃO ➡➡➡💸Cupom: qrs3840114 💸⬅⬅⬅  ✅ +45 R$ OFF ✅  ❇❇❇❇❇❇❇❇ ifood e uber eats https://t.co/L5g5aYwUGo;0
133;@_maarigil @WavoGirl_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
134;🍑🍑🍌🚔🎷🚿🤩😍🤐 @iFood a plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas. #ifood 😍😍🥰💸🙅🙅🤸🍌🍑;1
135;@sarapostay Pois é, bizarro, nunca aconteceu antes comigo isso, tive que ficar lá no sol suando com fome debatendo com o restaurante, que por sinal não sabia desse tal código. Perdi meu horário de almoço com isso, e o TPR do iFood é de 1 semana pra vim um texto pronto e nada resolvido, né?;1
136;"RT @falsinana: gente, um papo seríssimo aqui: chegou entregador do rappi, ifood, uber eats na sua casa com uma história triste ""ah fui roub…";0
137;IFood sempre acabando com meu dinheiro;1
138;Pagando 1,50 num ifood Como é bom vive;1
139;"CUPOM DEZEMBRO NATAL 2020 09/12/2020 RAPPI -&gt; 1º pedido: mc431469682 ou usuários antigos mc431469682r IFOOD -&gt; WLNRADTDYJ PRIVALIA -&gt; E927B3D7 WISH -&gt; CKYNDCPS SEMPRE EM CASA -&gt; https://t.co/CNXv1Z4FMk https://t.co/DJw2x84JUp";0
140;Obrigada @iFood por me deixar sem almoço hoje.;1
141;"RT @falsinana: gente, um papo seríssimo aqui: chegou entregador do rappi, ifood, uber eats na sua casa com uma história triste ""ah fui roub…";0
142;nd intensifica mais meu auto ódio dq quando peço algo no ifood e esqueço de colocar o cupom....;1
143;A vida da jovem que não sabe cozinhar é foda,mas tá tudo certo pq a mamãe vai pedir um ifood pra mim 🙏🏻 https://t.co/YKsdk67TxA;1
144;se não tiver no ifood eu levo aí pra tu 😅 https://t.co/t57VBksqRR;0
145;@aquelaisaali Foi mal Isa mas o orçamento aqui só possibilita um ifood;1
146;@D15estrella 🤗❤️ Se tiver bolo ver se consegue mandar pelo ifood, Agradeço hehe;0
147;O ifood n desiste de mim não,é promo a cada hora e eu ignorando KKKKKKK;1
148;Não adianta eu esconder pq o meu tá cadastrado no ifood, na uber...... continuo gastando e finjo que nem to vendo https://t.co/qntVS43YLg;1
149;@leozinsthug 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
150;"VÉI, DEPOIS DE ANOS PROCURANDO FINALMENTE ACHEI BAO NO IFOOD ;-;  Infelizmente é vegano, eu queria o de carne de porco, mas eu aceito, preciso sentir esse gosto denovo 🥲 https://t.co/yPP9VyVgQu";1
151;@thayss94 @iFood que fim deu, gente? ele vai pagar, né?;1
152;Minha diversão de hoje foi ficar lendo os comentários das avaliações do Ifood, já tem meia hora que tô aqui https://t.co/bwN1wboZal;1
153;Já usaram o Rappi, que é o principal concorrente?  A usabilidade é horrivel, a interface é ruins, dados somem, você mal consegue ver o valor de pedidos passados e quanto mais os itens.  Eu prefito Ifood porque o app funciona muito melhor que os outros.  E UberEats, usei 2x. https://t.co/XVsvz9rLWr;1
154;Kkkkk eu se fosse entregador de ifood https://t.co/fBmbRTCm9p;0
155;@____________cto @iFood 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
156;@BkRaphaela 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
157;@KCipriano9000 @onedlarry_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
158;@rin0run3 @_hey_aline 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
159;Sim eu peço um Chocotone pelo Ifood, sou a pessoa mais aleatória da vida;1
160;o conceito correr de pijama p atender o interfone do ifood;1
161;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
162;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
163;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
164;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
165;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
166;CUPOM DESCONTO  RAPPI qrs3840114 - 45 reais grátis  melhor que ifood e uber eats https://t.co/qunhRnK55o;0
167;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
168;@GBmuniz222 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
169;@feliipealvesz 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
170;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
171;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
172;NPS: iFood é melhor e mais popular app de delivery, diz pesquisa https://t.co/yvAlIQdk3E;1
173;CUPOM DE DESCONTO   RAPPI: aas39569421  Utilize o código informado e tenha R$30 reais para gastar como quiser e R$150 para usar em frete no aplicativo. Válido para a sua primeira compra.   iFood: HGFRY4KGUS   R$15 na primeira compra. https://t.co/DFY0XDUdCz;0
174;CUPOM DE DESCONTO   RAPPI: aas39569421  Utilize o código informado e tenha R$30 reais para gastar como quiser e R$150 para usar em frete no aplicativo. Válido para a sua primeira compra.   iFood: HGFRY4KGUS   R$15 na primeira compra. https://t.co/MwCA6i3X0L;0
175;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
176;@pevelopes @iFood Na verdade pra mim não aparece mais a opção do Loop. Nem pra assinar... acho que eles tiraram, na busca vi várias pessoas relatando que sumiu a opção. 🤦🏻‍♀️;1
177;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
178;@pagodeanos90 @italopersequini vc pedindo ifood aí;0
179;@iFood @acaodacidadania Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
180;"RT @falsinana: gente, um papo seríssimo aqui: chegou entregador do rappi, ifood, uber eats na sua casa com uma história triste ""ah fui roub…";0
181;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
182;@carolbernardo__ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
183;@carolbernardo__ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
184;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
185;@danailamarc @iFood @McDonalds @proconspoficial Vish! Chama a gente na DM pra falar sobre o que houve? Podemos te ajudar por lá.;0
186;@Lucas_telesss28 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
187;@iFood Plataforma que não oferece solução de problemas eficiente, o atendimento ao cliente é praticamente o mesmo que nada, uma vergonha do pós-vendas.;1
188;@bbkirsch 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
189;@yumkcs 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
190;@Socrivel @iFood 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
191;@anaaaoliveira_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
192;@MariRibeeiroo 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
193;@MarcosMK3113 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
194;Dnovo, meu pedido cancelado do nada e eu não sou informado. @iFood tá difícil continuar com vocês bicho. https://t.co/azAGIlMuKc;1
195;@ksjcIips 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
196;@manudobeck 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
197;@motsrafaeli 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
198;@emirsader É necessária a flexibilização. Jovens ou não já estão ou na informalidade ou em relações de trabalho flexíveis (Uber, 99, ifood) https://t.co/uj4hrIIN3W;0
199;"RT @falsinana: gente, um papo seríssimo aqui: chegou entregador do rappi, ifood, uber eats na sua casa com uma história triste ""ah fui roub…";0
200;@programad @MariaRita 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
